RECEIVER_DOCUMENT_TYPE,RECEIVER_IDENTIFICATION_NUMBER,RECEIVER_NAME,RECEIVER_BANK,RECEIVER_ACCOUNT_TYPE,RECEIVER_ACCOUNT_NUMBER,DEBIT_AMOUNT,REFERENCE
5,000000000030488,"Sofia Morales",1061,1,00000000000030251,753868.97,"J6FRHP7377"
3,000000000022839,"Sofia Morales",1063,2,00000000000028841,995518.55,"2NBBBX1062"
1,000000000014350,"Pedro Herrera",1060,1,00000000000003358,168420.00,"58DKEB1376"
1,000000000025776,"Pedro Herrera",1060,1,00000000000026480,730517.79,"H488R87657"
4,000000000020540,"Gabriela Ortiz",1062,2,00000000000003112,72192.07,"RJWIGT6381"
2,000000000013768,"Luis Ramirez",1062,1,00000000000012749,504047.85,"054UK56029"
4,000000000026949,"Juan Perez",1063,1,00000000000024798,426775.00,"DLBCW91533"
4,000000000002356,"Pedro Herrera",1062,1,00000000000006794,19284.80,"BJ483O3602"
3,000000000029378,"Maria Lopez",1061,1,00000000000010570,338834.70,"KM0Y6Z4166"
4,000000000011919,"Maria Lopez",1059,2,00000000000002255,707370.10,"QF66V21700"
4,000000000022692,"Luis Ramirez",1058,2,00000000000009285,842162.00,"K0RGGH3696"
3,000000000001441,"Maria Lopez",1058,2,00000000000007859,307645.07,"SES12J6983"
5,000000000003842,"Maria Lopez",1061,1,00000000000012667,571717.46,"P6XERG5363"
2,000000000017133,"Ana Martinez",1058,2,00000000000012257,475805.06,"FE4A1N0251"
2,000000000028363,"Juan Perez",1058,1,00000000000018282,106495.90,"QZQDLX3930"
3,000000000005800,"Maria Lopez",1059,1,00000000000002794,484521.59,"M7Y3TN5525"
3,000000000015964,"Pedro Herrera",1060,1,00000000000004839,739190.71,"QAMUC52728"
3,000000000016693,"Carlos Gonzalez",1062,2,00000000000028453,488635.20,"5RO2QS1237"
1,000000000001340,"Sofia Morales",1059,1,00000000000003446,310457.71,"6VE7W21546"
1,000000000008422,"Gabriela Ortiz",1063,1,00000000000026470,825246.83,"SUZ4YM2124"
4,000000000029806,"Luis Ramirez",1062,2,00000000000018727,411118.11,"FBZ5T21290"
2,000000000031670,"Carlos Gonzalez",1058,1,00000000000032275,244892.07,"VGYLYQ1659"
3,000000000011678,"Carlos Gonzalez",1060,1,00000000000015846,148493.75,"2OW95B2242"
1,000000000008337,"Juan Perez",1063,1,00000000000029908,259543.63,"369KCS2481"
5,000000000015308,"Sofia Morales",1063,2,00000000000002150,308222.57,"AWVYIU9064"
4,000000000006458,"Gabriela Ortiz",1062,2,00000000000022172,151374.56,"4DXMOD9149"
2,000000000009931,"Gabriela Ortiz",1058,1,00000000000008090,618196.84,"O2SVF53930"
2,000000000020606,"Pedro Herrera",1058,1,00000000000017350,357684.23,"P3QTOL2212"
2,000000000009863,"Luis Ramirez",1061,1,00000000000018417,524226.68,"NKZRW79943"
3,000000000021327,"Carlos Gonzalez",1061,1,00000000000000340,507408.70,"KS02NM0786"
5,000000000010506,"Carlos Gonzalez",1061,2,00000000000023494,804485.80,"QV9SFR4254"
2,000000000001837,"Pedro Herrera",1063,1,00000000000008233,124212.97,"ZXDGUE9354"
4,000000000021577,"Carlos Gonzalez",1063,2,00000000000032449,578140.94,"GD6BGG8899"
3,000000000026267,"Maria Lopez",1059,2,00000000000000682,827302.85,"J6M0844352"
3,000000000009605,"Sofia Morales",1059,1,00000000000012601,491864.09,"NNN6CY6586"
2,000000000004105,"Ana Martinez",1060,2,00000000000025938,718368.25,"FUX5BL4086"
2,000000000016006,"Gabriela Ortiz",1062,2,00000000000013197,203305.75,"ZA8DKN6157"
5,000000000001303,"Maria Lopez",1060,2,00000000000008503,201703.73,"TF55OM7599"
5,000000000008290,"Gabriela Ortiz",1060,2,00000000000015816,860184.65,"TIOHJW4603"
2,000000000030600,"Luis Ramirez",1058,1,00000000000026299,352502.28,"FPJSS55931"
4,000000000026228,"Juan Perez",1058,1,00000000000020031,414729.44,"HA1KEE9980"
1,000000000021423,"Sofia Morales",1063,2,00000000000016509,887098.70,"GZ6WNI9757"
2,000000000028802,"Luis Ramirez",1059,2,00000000000017180,900408.35,"Q94ZVN0166"
1,000000000022077,"Maria Lopez",1063,2,00000000000016792,172778.22,"3S65GQ3509"
3,000000000028507,"Gabriela Ortiz",1059,2,00000000000032399,417803.55,"21H3WK4248"
2,000000000017234,"Pedro Herrera",1059,2,00000000000010530,560625.11,"W5GZ7D5779"
2,000000000026447,"Pedro Herrera",1062,1,00000000000017377,470840.64,"7ASUIX4737"
3,000000000007471,"Gabriela Ortiz",1061,1,00000000000012256,983565.69,"ZSX5N34147"
2,000000000005446,"Maria Lopez",1059,1,00000000000005681,730532.41,"T73J174197"
3,000000000007818,"Juan Perez",1060,2,00000000000030718,95619.10,"YDDBE27193"
4,000000000030263,"Ana Martinez",1061,1,00000000000000668,493598.70,"RJC4ZT1014"
3,000000000029783,"Carlos Gonzalez",1060,1,00000000000006365,692438.98,"V1M6F17878"
3,000000000004317,"Pedro Herrera",1063,1,00000000000003056,136070.68,"1CZ5V82796"
2,000000000008166,"Gabriela Ortiz",1059,2,00000000000016411,968399.93,"T0BHZN7828"
5,000000000003294,"Sofia Morales",1063,2,00000000000001663,748310.02,"687LR91353"
5,000000000000331,"Pedro Herrera",1058,1,00000000000004995,198582.17,"Q3LOJR1003"
3,000000000028282,"Pedro Herrera",1063,2,00000000000029237,738742.72,"1UHD0C3972"
5,000000000028024,"Sofia Morales",1059,1,00000000000011637,770820.25,"P3FY4N0951"
5,000000000026690,"Sofia Morales",1060,1,00000000000007059,215700.85,"JFE0TS2485"
5,000000000001531,"Maria Lopez",1061,1,00000000000012973,29684.60,"E4MJ4B3436"
1,000000000019307,"Carlos Gonzalez",1063,1,00000000000008989,813475.17,"ATA4XK6660"
4,000000000027884,"Maria Lopez",1062,2,00000000000022802,644146.59,"ZUE6EG1329"
1,000000000032456,"Pedro Herrera",1062,2,00000000000025541,977676.75,"LFNBLD2161"
5,000000000025973,"Maria Lopez",1059,1,00000000000005901,955077.96,"EHIDYG7959"
5,000000000002258,"Juan Perez",1063,2,00000000000016382,916055.83,"PFX5XQ8918"
3,000000000014089,"Sofia Morales",1062,1,00000000000001653,935446.20,"RWNUWK1804"
2,000000000022859,"Ana Martinez",1063,2,00000000000001535,65864.03,"B4O0486727"
3,000000000002989,"Luis Ramirez",1061,2,00000000000027775,36406.83,"EN2WC35436"
5,000000000010761,"Sofia Morales",1060,1,00000000000002551,687393.67,"J60JUA8616"
3,000000000031197,"Gabriela Ortiz",1059,2,00000000000021087,190929.86,"F32VQ88192"
2,000000000019491,"Gabriela Ortiz",1062,2,00000000000003126,917324.12,"X4IXR42971"
5,000000000021710,"Maria Lopez",1063,1,00000000000031788,963245.36,"5FH1116025"
2,000000000020176,"Sofia Morales",1060,1,00000000000008496,954689.31,"FMRFWI9023"
3,000000000017360,"Juan Perez",1058,2,00000000000025709,850602.88,"WWBSFK4210"
4,000000000009671,"Juan Perez",1060,1,00000000000017253,681878.78,"UQXG7O4885"
4,000000000010285,"Carlos Gonzalez",1062,2,00000000000006510,708358.90,"BV0SOV7186"
1,000000000019418,"Maria Lopez",1062,2,00000000000002569,6284.49,"JOBU570490"
1,000000000016610,"Gabriela Ortiz",1058,1,00000000000025203,359546.42,"MQYWTC6612"
1,000000000018593,"Maria Lopez",1062,2,00000000000028454,829414.19,"DCCDO53907"
2,000000000009984,"Maria Lopez",1060,1,00000000000004954,811257.52,"YDOE060999"
2,000000000026805,"Pedro Herrera",1062,2,00000000000007226,737288.61,"85CAGQ9482"
1,000000000004247,"Maria Lopez",1061,1,00000000000024727,396237.33,"FJQLJ45441"
1,000000000009715,"Maria Lopez",1062,1,00000000000012819,708541.11,"7CXMO16985"
4,000000000001254,"Gabriela Ortiz",1058,1,00000000000021746,90929.30,"3UVCZ97183"
5,000000000007731,"Pedro Herrera",1060,1,00000000000026779,406061.71,"027PTZ0647"
4,000000000030301,"Juan Perez",1058,1,00000000000029192,540984.20,"JPP6WO3891"
4,000000000031855,"Maria Lopez",1058,2,00000000000028413,386466.60,"IAPGU30860"
1,000000000021830,"Ana Martinez",1061,2,00000000000016857,432316.49,"DMNB212425"
1,000000000025483,"Pedro Herrera",1063,2,00000000000010840,636151.27,"J07YUN4029"
5,000000000024837,"Luis Ramirez",1062,1,00000000000015251,17726.94,"T15ZXT1810"
2,000000000028504,"Pedro Herrera",1058,1,00000000000002856,687518.02,"OTIXQL6419"
5,000000000001166,"Ana Martinez",1059,1,00000000000009836,741921.33,"4EEYEH5090"
4,000000000019028,"Sofia Morales",1062,1,00000000000020560,813080.07,"4LQMNI5016"
1,000000000015817,"Ana Martinez",1059,2,00000000000000992,643571.93,"LUL93M6721"
1,000000000028763,"Carlos Gonzalez",1061,1,00000000000001715,906897.42,"T5KXYF8173"
4,000000000014046,"Gabriela Ortiz",1063,2,00000000000020519,536758.33,"Z5YPOS4058"
1,000000000003068,"Ana Martinez",1063,1,00000000000023739,824825.46,"HJBP893950"
1,000000000029628,"Ana Martinez",1061,1,00000000000025236,57522.32,"6LVRVP7533"
1,000000000026895,"Ana Martinez",1059,1,00000000000000780,129765.16,"3WW53S2251"
1,000000000031418,"Gabriela Ortiz",1059,1,00000000000021156,393897.15,"KYNGY13909"
5,000000000028555,"Luis Ramirez",1060,2,00000000000001574,628712.66,"LJ4G5U8999"
2,000000000011495,"Maria Lopez",1059,2,00000000000020865,11413.27,"7L0JBI8910"
5,000000000022072,"Maria Lopez",1063,2,00000000000017068,883639.50,"E0PD449689"
1,000000000000732,"Ana Martinez",1062,2,00000000000008984,636478.10,"1W9UJY2901"
5,000000000004353,"Maria Lopez",1060,1,00000000000002960,71143.30,"4N84U60801"
5,000000000032746,"Pedro Herrera",1063,1,00000000000017787,299927.84,"OW5EUK8643"
4,000000000017229,"Juan Perez",1060,2,00000000000011915,663900.93,"F54R3E7697"
2,000000000014326,"Ana Martinez",1063,1,00000000000019005,90467.80,"DE8ZZB2047"
2,000000000026289,"Luis Ramirez",1061,2,00000000000029941,897094.74,"X4YWV68775"
1,000000000015599,"Gabriela Ortiz",1058,1,00000000000002576,764669.92,"MNVN213998"
3,000000000006042,"Maria Lopez",1059,1,00000000000006056,605587.75,"HBZWAI7844"
1,000000000007135,"Luis Ramirez",1063,2,00000000000015806,303095.83,"YNK7MT4800"
1,000000000026542,"Gabriela Ortiz",1062,1,00000000000013293,536644.14,"QH2D3Q6136"
3,000000000019060,"Luis Ramirez",1063,2,00000000000023656,779193.31,"UNJK5J8390"
3,000000000008314,"Gabriela Ortiz",1058,1,00000000000029754,851309.55,"9PAV6D4400"
5,000000000017484,"Maria Lopez",1058,1,00000000000013799,436626.85,"A8UBJZ8938"
4,000000000019687,"Juan Perez",1063,1,00000000000030459,384987.44,"OJTAEE0011"
4,000000000027219,"Juan Perez",1060,2,00000000000024231,926265.21,"NOTMEE0887"
3,000000000005023,"Carlos Gonzalez",1061,1,00000000000001453,905706.73,"B1MQAX9487"
2,000000000008154,"Luis Ramirez",1060,2,00000000000028395,269534.70,"7TYW5Z8218"
2,000000000006601,"Ana Martinez",1058,2,00000000000030940,188409.64,"MDXURM7729"
3,000000000027292,"Gabriela Ortiz",1062,1,00000000000014714,751571.01,"VO823C9911"
1,000000000022786,"Gabriela Ortiz",1063,1,00000000000019384,336196.30,"5WVD6J2280"
2,000000000024557,"Gabriela Ortiz",1058,2,00000000000020348,77281.18,"3HEQ943094"
4,000000000006749,"Carlos Gonzalez",1061,2,00000000000030977,512936.26,"KQ9T7H0570"
4,000000000018503,"Carlos Gonzalez",1061,1,00000000000024745,950889.98,"RDWHVU0170"
3,000000000021539,"Pedro Herrera",1062,2,00000000000021155,9403.79,"96UYAE8077"
5,000000000032404,"Carlos Gonzalez",1062,1,00000000000020193,409943.46,"NHR8BH7387"
1,000000000004583,"Pedro Herrera",1059,1,00000000000021476,697779.12,"DCJ5EV6909"
3,000000000003107,"Ana Martinez",1060,1,00000000000009454,885248.60,"CONW4S6190"
4,000000000029372,"Sofia Morales",1063,2,00000000000002770,749701.94,"X5SY7F8080"
5,000000000032595,"Gabriela Ortiz",1061,2,00000000000006827,303480.49,"S4PFNG7605"
5,000000000020831,"Sofia Morales",1061,1,00000000000016150,750368.62,"M943NM7614"
2,000000000032756,"Ana Martinez",1059,1,00000000000029704,712950.76,"HQK2CG8644"
1,000000000010038,"Carlos Gonzalez",1063,1,00000000000031597,607451.95,"94M7FJ6022"
2,000000000003738,"Juan Perez",1058,2,00000000000006155,132982.46,"08DVPM9925"
5,000000000007765,"Luis Ramirez",1061,2,00000000000015306,338271.70,"B9U9UH8064"
1,000000000012403,"Luis Ramirez",1062,2,00000000000001750,976804.82,"QFQP4M2065"
4,000000000020433,"Carlos Gonzalez",1058,2,00000000000031873,347640.82,"L0K9KX8251"
5,000000000000801,"Carlos Gonzalez",1062,1,00000000000027811,992399.99,"1WZJ7L5843"
1,000000000003323,"Ana Martinez",1059,1,00000000000030620,312678.47,"1CV4N62332"
2,000000000031086,"Maria Lopez",1063,1,00000000000009224,90338.30,"IWPD261465"
4,000000000024387,"Sofia Morales",1059,1,00000000000031095,550818.41,"NB0FB73352"
5,000000000018340,"Juan Perez",1058,2,00000000000019995,29817.81,"PBXGKM0289"
2,000000000011455,"Sofia Morales",1060,2,00000000000006251,476312.67,"LXSUNF1571"
5,000000000026705,"Maria Lopez",1062,1,00000000000027873,66545.73,"YJLORD7083"
1,000000000008583,"Carlos Gonzalez",1063,2,00000000000022767,380607.15,"B5AK0B0355"
5,000000000002822,"Luis Ramirez",1058,2,00000000000006519,372584.50,"85GRYN3177"
2,000000000022071,"Juan Perez",1062,1,00000000000004452,398417.03,"B4UCIP1756"
3,000000000008433,"Sofia Morales",1058,1,00000000000016911,533252.25,"VSPRSJ5859"
3,000000000013209,"Carlos Gonzalez",1059,2,00000000000011495,445989.03,"XI7UMV5880"
4,000000000026419,"Gabriela Ortiz",1061,1,00000000000000415,36715.20,"J4M07I1181"
3,000000000002177,"Luis Ramirez",1063,2,00000000000025168,307564.32,"P0PC330788"
2,000000000006666,"Ana Martinez",1060,1,00000000000016741,304258.32,"I176QQ9879"
1,000000000016433,"Carlos Gonzalez",1061,2,00000000000019547,506901.27,"YE4JA41505"
1,000000000027136,"Ana Martinez",1062,1,00000000000014766,175085.15,"7HG9I40171"
3,000000000022991,"Pedro Herrera",1063,1,00000000000030336,297613.14,"Z3KRO48756"
1,000000000032697,"Sofia Morales",1062,1,00000000000029816,212077.77,"AQVRLK8555"
2,000000000025787,"Luis Ramirez",1059,1,00000000000029860,362470.16,"52PDGQ9356"
5,000000000028150,"Carlos Gonzalez",1063,1,00000000000022551,235409.12,"NTYFP88136"
3,000000000017660,"Gabriela Ortiz",1063,2,00000000000028365,257798.59,"PNVTO09900"
2,000000000031834,"Carlos Gonzalez",1063,2,00000000000018246,786321.71,"GDCC3K7255"
3,000000000015252,"Maria Lopez",1060,1,00000000000005078,242853.96,"PST2IW0125"
1,000000000013455,"Luis Ramirez",1061,2,00000000000012976,597841.39,"HTH5XO5893"
5,000000000016488,"Ana Martinez",1061,1,00000000000016999,104269.25,"AB2MFO4911"
4,000000000032273,"Ana Martinez",1061,1,00000000000019364,705319.21,"SRAX8F4213"
4,000000000028589,"Sofia Morales",1058,2,00000000000031943,933191.53,"UOBGJ96662"
2,000000000026094,"Carlos Gonzalez",1058,1,00000000000002260,721064.25,"XTTWOB2267"
1,000000000028402,"Carlos Gonzalez",1060,2,00000000000004946,212252.46,"ZITVSQ9105"
1,000000000019137,"Sofia Morales",1058,1,00000000000001837,30408.14,"V7J2825478"
2,000000000012300,"Maria Lopez",1062,2,00000000000027290,11004.77,"D25Z4A0776"
1,000000000010540,"Gabriela Ortiz",1063,1,00000000000020016,267406.07,"H1ER8G7922"
4,000000000004965,"Gabriela Ortiz",1059,2,00000000000014247,991866.79,"E2DDPD0490"
4,000000000027005,"Luis Ramirez",1061,1,00000000000002852,477045.53,"X2653W3989"
1,000000000005198,"Gabriela Ortiz",1058,1,00000000000002708,85079.50,"BQ00KW0234"
1,000000000006003,"Carlos Gonzalez",1060,2,00000000000018052,518004.08,"KIXFAV6855"
4,000000000017291,"Pedro Herrera",1058,1,00000000000021747,163714.08,"LU1BE70131"
5,000000000015905,"Juan Perez",1063,1,00000000000030205,484509.91,"0ATHJ03115"
5,000000000028529,"Juan Perez",1061,2,00000000000002077,910548.75,"7CMRGE5063"
4,000000000004304,"Luis Ramirez",1063,1,00000000000032059,643279.84,"3C839X3929"
2,000000000027024,"Gabriela Ortiz",1061,2,00000000000032510,79948.22,"TM346A5212"
4,000000000024118,"Gabriela Ortiz",1060,2,00000000000002694,179658.88,"WVYSZ68623"
4,000000000017542,"Carlos Gonzalez",1060,1,00000000000023277,133369.70,"I3ZUTR0206"
3,000000000025351,"Sofia Morales",1058,2,00000000000008698,681139.77,"DWXYDT6768"
1,000000000029287,"Carlos Gonzalez",1058,1,00000000000010857,275889.30,"JUAO7M7486"
4,000000000002801,"Ana Martinez",1060,1,00000000000020250,600318.60,"2RFNDS5872"
2,000000000010233,"Sofia Morales",1061,1,00000000000028487,382063.67,"W3T03V2228"
3,000000000015872,"Ana Martinez",1063,2,00000000000006199,520871.20,"E4X98E7652"
2,000000000000785,"Juan Perez",1063,1,00000000000027420,416141.90,"AXGBO01227"
3,000000000016752,"Ana Martinez",1059,2,00000000000019847,392385.96,"4FNZLM5689"
4,000000000029360,"Juan Perez",1058,2,00000000000003941,788808.90,"99C1XR9874"
1,000000000012562,"Juan Perez",1061,2,00000000000004420,685673.13,"QH5ALO7447"
2,000000000031013,"Carlos Gonzalez",1063,2,00000000000031682,260935.40,"DMSTPB4845"
4,000000000022974,"Gabriela Ortiz",1062,2,00000000000023117,404293.43,"TW4QYO7717"
5,000000000003766,"Juan Perez",1063,1,00000000000014769,132807.74,"NYCGFL2315"
3,000000000013758,"Ana Martinez",1060,1,00000000000017035,741626.82,"2ODM532017"
1,000000000025192,"Ana Martinez",1060,1,00000000000026718,106215.33,"EGM2KL2976"
3,000000000009275,"Juan Perez",1063,2,00000000000004210,590055.92,"FBZBL10066"
1,000000000020152,"Juan Perez",1060,1,00000000000006804,725506.45,"DSJCS13090"
5,000000000023093,"Gabriela Ortiz",1058,2,00000000000013619,325992.86,"Z30PNT1555"
4,000000000010929,"Maria Lopez",1063,2,00000000000019022,414240.42,"97M8I88292"
5,000000000002428,"Gabriela Ortiz",1058,2,00000000000031392,499735.00,"8R31AT1336"
2,000000000026245,"Pedro Herrera",1058,2,00000000000015820,205130.60,"XSVMMR3226"
5,000000000017643,"Carlos Gonzalez",1062,2,00000000000002351,774631.99,"JJBKM21196"
1,000000000013816,"Ana Martinez",1063,2,00000000000003415,696711.70,"1CD4L96928"
4,000000000019313,"Maria Lopez",1058,1,00000000000017129,134777.16,"EPT5RR9489"
5,000000000023093,"Pedro Herrera",1062,1,00000000000016498,276594.60,"8SOQ302949"
2,000000000018343,"Maria Lopez",1062,2,00000000000001080,871535.11,"TMGOV99490"
1,000000000024402,"Sofia Morales",1059,1,00000000000007801,887577.27,"QZG0TH3528"
1,000000000015316,"Maria Lopez",1061,2,00000000000018020,512528.18,"3Q1IL53408"
4,000000000017184,"Juan Perez",1061,1,00000000000013355,323296.00,"RJWOF52420"
3,000000000019143,"Pedro Herrera",1062,2,00000000000009248,777686.98,"PN0AXY7866"
3,000000000028702,"Juan Perez",1062,1,00000000000025598,476323.80,"5ZLSCR6774"
2,000000000018820,"Pedro Herrera",1062,2,00000000000003029,702340.75,"9BI3QJ1105"
2,000000000023307,"Sofia Morales",1058,1,00000000000032560,632828.80,"WXS11O6252"
1,000000000017980,"Ana Martinez",1059,1,00000000000018081,47431.60,"G130TT0323"
3,000000000018364,"Maria Lopez",1058,2,00000000000009707,304189.19,"VXH0IF2026"
1,000000000009605,"Carlos Gonzalez",1061,1,00000000000008388,929029.40,"B1VCHX0753"
2,000000000010866,"Pedro Herrera",1062,2,00000000000015160,10777.87,"2C0HZV9844"
1,000000000006691,"Gabriela Ortiz",1062,2,00000000000009018,34414.00,"49FN6V2376"
3,000000000007717,"Gabriela Ortiz",1062,1,00000000000004824,802099.51,"UAQEU86667"
4,000000000019547,"Juan Perez",1060,2,00000000000003039,297231.69,"146ZAD2792"
3,000000000020655,"Maria Lopez",1059,2,00000000000032385,376148.07,"9UDU910843"
1,000000000021519,"Gabriela Ortiz",1060,2,00000000000027744,947076.79,"UKD83T7547"
2,000000000024605,"Pedro Herrera",1062,2,00000000000017201,43721.28,"9L1CYE8698"
3,000000000019244,"Maria Lopez",1059,2,00000000000001979,121511.54,"988V4X3382"
3,000000000005393,"Ana Martinez",1062,1,00000000000026268,251560.81,"MDIP0A2538"
4,000000000026064,"Gabriela Ortiz",1060,2,00000000000001940,837903.42,"I4F2WZ4547"
3,000000000031474,"Pedro Herrera",1059,2,00000000000013969,552988.90,"56RXAN1583"
2,000000000013799,"Maria Lopez",1058,2,00000000000014730,573238.70,"WI2UCG1055"
3,000000000016646,"Pedro Herrera",1061,1,00000000000015385,720960.39,"XXT0Z21585"
2,000000000018554,"Gabriela Ortiz",1059,1,00000000000022033,597948.33,"PA3VZW0472"
4,000000000024808,"Luis Ramirez",1062,1,00000000000007619,248693.33,"IAJC5V5092"
1,000000000018490,"Luis Ramirez",1059,2,00000000000011681,976812.14,"7WUDCT7445"
4,000000000025148,"Luis Ramirez",1059,1,00000000000015643,921425.68,"VHC9XQ7056"
4,000000000019859,"Gabriela Ortiz",1061,2,00000000000004575,778149.91,"LFRTEY8012"
3,000000000002847,"Luis Ramirez",1060,1,00000000000029108,801371.79,"2M9KRO2538"
4,000000000028648,"Pedro Herrera",1058,1,00000000000011542,734926.40,"VIW2595013"
3,000000000008180,"Carlos Gonzalez",1059,1,00000000000016500,488277.82,"3S4JSX2524"
5,000000000024888,"Juan Perez",1061,2,00000000000025987,45227.53,"BPK7BC0337"
3,000000000017817,"Sofia Morales",1060,2,00000000000024959,691595.92,"G605PZ5687"
1,000000000019164,"Luis Ramirez",1063,2,00000000000031522,179365.26,"2Z37E82096"
4,000000000014062,"Gabriela Ortiz",1062,2,00000000000027095,561336.36,"82SSLM9818"
3,000000000031271,"Carlos Gonzalez",1063,1,00000000000031280,855406.28,"65AK646197"
1,000000000016116,"Pedro Herrera",1059,1,00000000000017475,852859.86,"PC3WB71577"
5,000000000021980,"Gabriela Ortiz",1058,1,00000000000017087,199865.22,"5APLC09679"
2,000000000030149,"Maria Lopez",1058,2,00000000000012208,689432.59,"SSYM0F7475"
1,000000000024393,"Juan Perez",1059,2,00000000000002958,817551.30,"CLNZ4S9922"
3,000000000011316,"Sofia Morales",1060,1,00000000000023673,754342.31,"77D0DE0351"
